Accomodation_Type,Any_Relationships_CCS,From_Dummy,Household_ID,Number_Of_Usual_Residents,Ownership_Type,QID
-9,,0,h92245903161634335,2,-7,q5368461870408146
-9,,0,h32107500539986140,2,2,q9494792969096788
7,,0,h32116927976983828,3,-9,q4900454680253230
3,,0,h91777530212997797,2,1,q8721732337691735
4,,0,h97816332842619312,2,5,q7223253478381340
7,,0,h96680039351296890,1,5,q5053691840729215
7,,0,h97100680710645977,2,1,q2413343663956611
1,,0,h68453749367016161,2,1,q9823325909883930
5,,0,h67154380478372537,4,5,q2687502557221131
-9,,0,h61133140837689150,2,3,q6713450689274667
6,,0,h23361363160797806,2,-7,q9133779563917820
5,,0,h81062284005277029,1,1,q6186549758351998
3,,0,h64974996454569925,3,2,q5800105545294545
6,,0,h60505965709186887,1,1,q7589177829457099
6,,0,h87407372349455030,5,2,q5289880061796949
2,,0,h34543422815073991,1,1,q4765611043133660
2,,0,h85653812102234675,2,-9,q5880443171899836
5,,0,h72456674849083706,2,4,q5168037955439934
-9,,0,h37410984924040513,4,2,q4153697407727266
2,,0,h70164723646486134,1,4,q6664660001588292
7,,0,h19045897395395011,2,3,q6240991651420955
3,,0,h13076707054486279,2,5,q8726670449749147
3,,0,h32267454811189238,2,3,q5295515009480377
3,,0,h83585816985243590,2,-9,q8203085572351374
7,,0,h59882195912590068,5,5,q5205760970498583
4,,0,h72316691338018707,1,-7,q2924281456538561
3,,0,h87931060438987393,2,5,q4429603483779890
2,,0,h33117981120059791,4,-7,q3850008312554164
-3,,0,h93514724431221453,5,5,q7826556355051136
2,,0,h75324667547615806,4,4,q8115447761909391
-7,,0,h76325554983476902,4,3,q3393022199577186
-7,,0,h98908017682694963,1,1,q2295249459829941
-3,,0,h12738406016326374,4,4,q7081579353071303
-9,,0,h27195038940173447,2,4,q5423760536441278
4,,0,h33769732564210355,5,2,q6939695299935226
-7,,0,h37737326024868473,3,2,q6303632887113634
4,,0,h13273977408455993,1,5,q8948747058219044
6,,0,h78598939074364268,2,4,q4247099557173335
1,,0,h27620295290769392,4,1,q7701260882287213
2,,0,h29386347521657368,2,-9,q3642582799463495
5,,0,h18145664621699036,5,2,q6010719559231321
1,,0,h26184420822855106,2,3,q6439737881654373
7,,0,h40000006223250866,1,2,q2402182544832960
2,,0,h45163939627579815,2,1,q7873509102608706
1,,0,h22393771711961965,1,-9,q2441252939528637
4,,0,h15189938311131320,3,1,q4540873386178680
6,,0,h16532575897123821,2,4,q6958007658645299
-3,,0,h87113236018478621,2,4,q5522674317334958
-3,,0,h72952619296546407,2,3,q2145390190167819
3,,0,h82261551505265267,3,5,q5061675965948899
3,,0,h67869689699774627,2,3,q9050031780959899
7,,0,h35745434264778881,2,-9,q4402425375209793
4,,0,h11307338516231137,5,3,q4031581006925236
-3,,0,h20006629406308152,1,-9,q1828232926630906
5,,0,h67424747451240154,2,1,q9861316822252104
7,,0,h41038642727153797,2,1,q5169194775004987
1,,0,h87423348494188825,2,-9,q1459161802866193
3,,0,h31430585473825009,4,-9,q1835328744681748
4,,0,h86952746021081197,1,2,q5431657133029831
-9,,0,h14571441505172207,2,-7,q5550344209009235
-7,,0,h51717000503148742,2,4,q2601747441474250
6,,0,h35952702689578942,3,-9,q3309590607954727
5,,0,h90366901194277328,5,5,q2008709524969357
3,,0,h82961089711618638,5,4,q3417716786937893
6,,0,h32613107737575830,5,-7,q6232738473120648
1,,0,h78209843773220013,5,-9,q8334772533881680
2,,0,h81082890321790269,2,1,q2806269841011811
7,,0,h23609540483691941,1,2,q7156327540036563
7,,0,h19149803381484924,4,-7,q8469532888402125
5,,0,h34941789037993965,2,-9,q4969076547421422
-7,,0,h53211495417592885,2,-9,q4058133621740651
6,,0,h41808415702623887,1,4,q7904713921625227
-3,,0,h96940889114754245,4,-7,q4744772987711017
-9,,0,h86100400849263562,2,-7,q9662347692518451
-7,,0,h59139452214809625,2,-9,q3903110957610144
3,,0,h64026612892144139,2,1,q7367228478093886
4,,0,h21444503117023931,2,4,q1912504821381165
6,,0,h36118132420301140,1,-7,q9965934899218594
-7,,0,h54086397301978671,1,1,q6569342199739137
-7,,0,h59914373699397703,1,-9,q4716848985931317
-3,,0,h36833828726992124,2,4,q8820606537623813
-9,,0,h74614533668105587,1,4,q7825812424525586
7,,0,h79102787498421702,2,4,q9702431093593251
2,,0,h81227166113973813,2,-9,q9051213351486256
7,,0,h99202351930224769,2,5,q5782665205250826
6,,0,h29030586569548113,3,5,q2310535813250375
6,,0,h96576097449806607,4,3,q8213350020602164
4,,0,h70307524466653201,1,4,q1470576364001109
7,,0,h98389433965155789,2,2,q1991156304431899
-9,,0,h20511970655911683,1,1,q2073386068747172
7,,0,h28323099310439666,3,1,q1816613360573764
-3,,0,h47538792103889040,2,4,q3896582228600846
4,,0,h72357730805621529,5,-7,q9211262648932245
-9,,0,h26696488357513437,2,2,q1166091110654416
-7,,0,h61316241200763929,2,2,q8707023888338484
6,,0,h12166802615449565,1,-7,q1820215359997270
-3,,0,h98842261309912465,5,2,q6455165799738728
6,,0,h81557499910440742,2,4,q1393173755733489
1,,0,h24137074721105294,1,2,q8765611843192342
-9,,0,h34032177316016487,1,-7,q6868114212109528
-3,,0,h31145251401332849,2,3,q9870946227966498
-3,,0,h76215458712165864,2,2,q9917541215307590
-7,,0,h29083031557178300,1,5,q6367301916492934
3,,0,h21604727137030099,2,-7,q9831892980825218
-7,,0,h81662648439660618,2,3,q1714038642048191
4,,0,h13848829928126059,2,-9,q8220550831851092
4,,0,h60044227876707690,1,5,q1396108243674296
-3,,0,h16376228068133567,1,-7,q6389147363741057
7,,0,h38473648645011313,2,1,q2451681761148151
-7,,0,h28142501731822147,2,-7,q6326788470346713
2,,0,h26046029228653992,1,-9,q3562022359001947
4,,0,h69166740366542170,1,2,q2531042662971636
5,,0,h15457111661603698,4,1,q4330816686190484
5,,0,h23088255826713902,2,3,q6945202546543699
1,,0,h39452918812013420,2,2,q8472225507005709
7,,0,h41749645301266948,2,5,q6912263569913384
-7,,0,h40243259808120453,4,5,q1664232765256286
5,,0,h93699447963652358,5,4,q1225206991582562
5,,0,h73189275396396118,5,4,q9725129728260783
7,,0,h63363622518561604,2,4,q9926217078293400
-3,,0,h34940138158079949,2,2,q6523828568227805
3,,0,h89142119892900461,2,-9,q5950358293096762
-9,,0,h40694938348698335,4,5,q4746467682166639
-7,,0,h41374408757236132,2,-9,q7377449574786405
-3,,0,h50377605285989881,5,3,q8108598286893949
6,,0,h77232818835470713,3,1,q2811459501005891
5,,0,h37043799507545221,4,1,q1038671608975839
6,,0,h22860153133714333,1,5,q3306425955760416
2,,0,h91422918280506159,4,2,q7610161612196431
-3,,0,h82772980309139448,1,2,q4406969001165893
7,,0,h25099297686977827,1,-7,q6769769100417755
1,,0,h87964269389896930,1,1,q9597257794428338
6,,0,h87160898212022202,2,-9,q5056282652007049
7,,0,h44627147101347826,2,3,q8661423028277395
-9,,0,h91648646354936071,1,3,q6459573308486423
3,,0,h61550264512464120,5,2,q2641185273957472
6,,0,h68266507882027843,2,2,q4190230817871319
6,,0,h28869052980096442,1,-7,q8721932851241240
4,,0,h93955934818940256,2,3,q7870597498595052
-9,,0,h59242086896307125,2,4,q6843193825390465
5,,0,h32509501638558365,1,1,q2352141218416203
-9,,0,h46851969158303390,2,2,q8718088786365799
-7,,0,h10344582601751647,4,-7,q7936892851591969
-9,,0,h18204505811598202,5,2,q1076374644469201
2,,0,h18233762390729618,2,4,q5299463280185385
-7,,0,h57088200104861495,2,5,q9372249104928782
4,,0,h14452094598161546,1,2,q8816661266989681
-9,,0,h26584650665129078,2,5,q8911098735521925
7,,0,h87682383148632793,2,-7,q5824356210103114
5,,0,h52966667677808937,2,3,q2803127269809968
3,,0,h40116325967135713,1,-9,q9419976097157934
-3,,0,h79026563965741311,2,-7,q2178423534198556
5,,0,h67355075749400858,2,4,q6185572211634725
-7,,0,h14714099441915351,1,3,q7048272921531230
3,,0,h68246367614077687,2,3,q2645243757473272
1,,0,h29303327954769873,2,1,q1627120025031238
4,,0,h87188509248290399,1,1,q4028076221689809
-7,,0,h23889522496164526,4,3,q7673214319808969
4,,0,h34357991370852521,1,3,q4495293591765506
-3,,0,h48426281860517740,1,3,q9635121436530383
5,,0,h26106720143430139,1,3,q3485696804047859
6,,0,h22419116764908833,2,2,q9267373614167751
3,,0,h44778617047207596,1,-9,q9560485382825590
1,,0,h80272224438481839,4,1,q3081454038377679
-9,,0,h35315873818843933,2,4,q7577843561770630
-3,,0,h35313374746096215,2,4,q7272418844281780
5,,0,h96767433367985508,3,-9,q2834622513822586
5,,0,h35264316286139479,2,2,q7162093509958946
-7,,0,h42196285958829090,1,-7,q1649950129942863
7,,0,h36730098876523036,1,-7,q5418586616496246
-3,,0,h14278780702197104,5,-7,q6498722469962681
-9,,0,h19725714004358662,2,1,q7284431444380786
-3,,0,h72984882827172874,2,4,q5197252244855222
2,,0,h38584518526383880,2,-7,q1878052730835575
6,,0,h10329271339544784,1,5,q6998202646247701
3,,0,h33643036947160211,2,4,q5582245588683605
6,,0,h93223816246497405,2,1,q8054802249802552
6,,0,h66394086299876227,2,4,q9123853753060012
7,,0,h93025013156198909,4,5,q7725202603821445
6,,0,h87219625242668672,2,5,q2380817546062885
3,,0,h75640663598502791,2,4,q6399628181883305
1,,0,h71296033860902560,5,-9,q9928237140674539
-3,,0,h15309387826182005,3,5,q2281354246703949
4,,0,h14947965425151853,2,3,q6076968663161256
6,,0,h47833424091442241,1,1,q9647073118091378
1,,0,h13252111153950505,2,3,q8595597252603550
3,,0,h28867783003179957,2,3,q4036536862539582
-9,,0,h43369354399404603,2,3,q4818325737557911
-3,,0,h70616424385887819,4,-7,q4645975245786934
4,,0,h61282110354673952,5,5,q3469512584094062
3,,0,h34656319398823683,1,1,q3456712515177258
2,,0,h62873457840516106,2,3,q2237231514079747
-9,,0,h71349165460425700,2,5,q8177030757419210
6,,0,h79654834009010532,2,2,q7999783490472481
3,,0,h60279389575115912,2,-7,q6871029488970696
3,,0,h83683816511295652,4,2,q5610209239561155
-3,,0,h90370626439763648,1,4,q1095507899175359
2,,0,h23120961869681220,1,5,q3525909938889717
6,,0,h95421143323538191,1,4,q8796144647064044
1,,0,h16198768360684900,2,1,q4034359032811199
7,,0,h94009625457484323,1,4,q9619521135753787
2,,0,h29261500238530426,3,-9,q1818784635933087
4,,0,h41880403069361395,2,-7,q7934384001147094
7,,0,h27443603606284840,1,-9,q3514296200971543
7,,0,h20862175469770809,5,2,q2744730048316402
1,,0,h90598642693629431,4,-9,q3134551632970697
1,,0,h81831823266868948,5,-9,q8546582487096711
3,,0,h69898509721832308,2,3,q6968322695104945
-7,,0,h19110097945360435,1,1,q8110068187348598
-7,,0,h77730703361576554,3,-7,q4312401059850940
-3,,0,h65575493340174822,3,-9,q2945477920904265
1,,0,h48322578199633195,3,4,q4764844465503867
4,,0,h37868547621276491,2,-7,q7514487842902088
6,,0,h10639081473790147,3,-7,q5866131821590213
3,,0,h43046996106451372,2,2,q6776096026352294
2,,0,h63446118523722081,1,5,q8271636877483890
-7,,0,h35297743359886010,5,4,q1946956978829615
-9,,0,h26364587456650968,4,-7,q9027404189830866
7,,0,h86191815834871614,1,2,q7368116502434227
7,,0,h46886397344804846,1,2,q6959361594301188
-9,,0,h83470318305686686,2,1,q1619138702778387
3,,0,h18169029660583478,1,1,q6377804965428055
6,,0,h41940166636743149,4,-7,q2158057266402481
6,,0,h43117045751773255,2,1,q4998511792066184
-7,,0,h80548539513246168,2,3,q4131368108353798
5,,0,h70564414674666780,2,-9,q7110932972781704
3,,0,h41514547737521310,1,-7,q7179866955748204
4,,0,h88652303762324672,2,1,q8655559619311503
2,,0,h23941751164588063,5,3,q6179993371272543
3,,0,h76562023206242855,2,-7,q2962836589868180
2,,0,h85301380466000837,2,1,q7558378630363595
6,,0,h83655854761815887,1,3,q7784401796453975
4,,0,h41181058636522272,1,2,q2246016436783957
3,,0,h49569219619825479,3,-9,q6338076576877157
4,,0,h32171987518244931,2,1,q7005658486734942
1,,0,h77797772173844258,3,1,q1008730446654235
7,,0,h45062617220714621,3,3,q7725236376556849
2,,0,h99328852097398578,1,2,q3640457566958015
2,,0,h61356217780372000,1,3,q7652312524106889
3,,0,h17178931824178854,4,1,q3306363474892861
2,,0,h58076250483609510,1,5,q7936188746117442
5,,0,h30496395510502166,2,3,q9718942137873602
7,,0,h60670985171399023,1,5,q1328896136896334
3,,0,h23724635059458027,2,-7,q1453999163689742
5,,0,h94588428028223415,3,1,q5063155863139162
-7,,0,h23038131805200984,2,3,q9590047253538486
7,,0,h20323474206549497,2,2,q2468556658183151
6,,0,h13544785955184487,2,2,q8324712543358049
5,,0,h14030361358327314,2,1,q2795001496530140
3,,0,h16346268825454190,2,1,q9422851700990345
-3,,0,h15813035924091638,1,1,q3807201650261372
4,,0,h39333481742714174,1,1,q7145091701173029
1,,0,h22307456990256419,1,5,q1898772364995239
1,,0,h83666529982454601,4,1,q1181023285719752
3,,0,h90346229760964298,1,1,q6805708049139321
3,,0,h56772515735639142,2,-7,q8065119498306312
4,,0,h97347550357469694,1,4,q7566438663652636
6,,0,h67926323790884308,2,4,q8070050106609554
-7,,0,h77934647295574036,2,3,q1240944568494990
-7,,0,h15386731144887407,3,-9,q2765764522691527
-7,,0,h94544009266679414,2,4,q5915300415645927
3,,0,h56104890779827083,2,2,q3096539206346896
7,,0,h87103105530800143,2,3,q5201831788052545
-3,,0,h46708083978901764,2,5,q4341605895458403
1,,0,h64604652725949437,1,-7,q8636154569755577
4,,0,h93836584054672071,1,4,q3752870169273720
5,,0,h76932240050169745,1,-9,q3688135699376651
-7,,0,h86939582071397142,2,3,q5898783902414709
-7,,0,h98080754744226291,2,3,q5505673032240631
1,,0,h21932457448273417,2,5,q7106099301535719
4,,0,h53244663027192749,1,-9,q5206869303993510
-9,,0,h46878369737305043,2,2,q7037683956821948
1,,0,h48220427395882536,1,-7,q3194963085811520
-9,,0,h48191561430569949,2,2,q2710172427452518
-9,,0,h81737681059580745,2,5,q3469921325839790
6,,0,h69281306274033424,2,-7,q1609231435111181
5,,0,h25063540256837954,1,3,q7947068312022907
7,,0,h34889669532661863,3,5,q7426151653031912
5,,0,h26372733217125533,2,3,q2810590468878639
5,,0,h43308910909034481,2,1,q2645534385947813
-9,,0,h87827538275981652,1,5,q3732670219537616
2,,0,h92913648589690176,1,-7,q3218997124000451
1,,0,h57866804785991731,5,-9,q2692601305539559
-9,,0,h96634707901954577,5,1,q7427230147969722
6,,0,h72549704019957837,2,-7,q1083012212419822
6,,0,h25872986189307026,2,1,q5258050804315811
2,,0,h41364806801886741,1,-7,q7898423592459581
2,,0,h16232190255374471,2,2,q4001186727044695
3,,0,h27905485269214042,3,5,q3860236319185854
-9,,0,h18686137355606564,2,2,q7064583349597150
4,,0,h34425832312940384,2,2,q7612341420136878
7,,0,h10500851496729686,3,-9,q8961823903929162
7,,0,h23221653464299074,2,2,q8877827235830847
7,,0,h54449846297342317,2,-7,q5451588440698470
6,,0,h39772408437029574,2,3,q6993005109165192
-7,,0,h42245213559678451,2,2,q1268491891551629
2,,0,h38750704307823857,1,2,q9541239410763552
3,,0,h76635108098427282,2,3,q9554771803463656
4,,0,h33457187483744357,1,1,q1813450758835026
7,,0,h26960016095512465,3,3,q9840981201287832
7,,0,h71866585868196832,2,3,q8681046378916183
1,,0,h98198798689648239,1,1,q7618535857044018
-7,,0,h28477157929437328,1,2,q7795344783208125
7,,0,h85575684247606678,1,4,q2084934357824763
1,,0,h57530616432081271,1,-7,q2434618027959011
6,,0,h87266191037431475,1,-9,q1275635428913443
2,,0,h21996740034200512,2,2,q1972530989326179
7,,0,h85579971181632569,2,-9,q3528382673816143
1,,0,h24122276585575654,2,1,q1590901319574596
6,,0,h21429450950120319,5,-7,q9015829183706932
2,,0,h72292258229728834,2,-7,q4471885936547780
-7,,0,h51682029765121912,2,-7,q2908882793557468
5,,0,h75411026391260092,4,1,q1851126693358792
7,,0,h62635069638464739,1,3,q8581043944460287
7,,0,h80533811245432746,2,5,q9370048977173896
6,,0,h36106879129676894,1,1,q5981976965489870
2,,0,h91948265654024546,2,1,q1793230270960960
3,,0,h55794926724042184,1,-9,q3203481939788183
2,,0,h47553284362140186,2,2,q9866614744936887
4,,0,h87043613904632059,1,-9,q9905909155081797
5,,0,h68240405185914688,2,-7,q1404349599704493
-9,,0,h15614645175671847,2,5,q5052145532947414
2,,0,h37879933062234213,2,-9,q9197831765210624
-9,,0,h90204695183207882,5,-7,q6656473724560379
3,,0,h23495628129386148,4,-7,q9739701243058521
-7,,0,h52852083765060218,2,-9,q9039068286959528
4,,0,h24424032124115330,5,-9,q9536437008698379
-3,,0,h15714916471475138,2,4,q7016904097658973
1,,0,h91448997266114387,2,5,q6122605706964490
-3,,0,h22996753131969141,3,-9,q1561771274739320
3,,0,h80718196654422127,2,1,q8170814170785743
2,,0,h68523038838997549,2,-7,q4639877452142581
-7,,0,h44373427766652414,1,5,q5898694619143778
2,,0,h13163742115372697,3,3,q1747070948632200
1,,0,h35021864308546500,2,4,q2856246722527960
5,,0,h92272667318095099,1,5,q7011201401092336
3,,0,h39565994975066438,1,4,q5568632452361167
1,,0,h20334207410648351,3,1,q7178084057181911
-7,,0,h62479766236913233,4,5,q4926274036385340
-9,,0,h49376569373894987,5,1,q6061971430119987
7,,0,h42959641560172640,2,2,q3596226369820367
4,,0,h78362945191248263,1,1,q2898998865971184
4,,0,h19725002485570511,1,3,q3127995939240885
2,,0,h81119461665117615,1,5,q1964719589775138
-3,,0,h72187742396104206,1,-9,q5358834756576937
1,,0,h51662504343968545,1,3,q6427377807164038
6,,0,h65787050707193973,3,1,q6003610919942724
-3,,0,h78592513575842415,1,4,q8156190418331082
3,,0,h32743919529811918,4,-9,q6233615606072723
-7,,0,h49875839199426802,4,1,q1706684093795081
-7,,0,h46809055687307227,3,2,q6912214475656627
1,,0,h15293849337756133,1,2,q3239034261545941
-7,,0,h96808908459122887,2,3,q6012377910035309
1,,0,h96621846427620765,2,-7,q5422092648951648
-7,,0,h87338918036230659,3,1,q5469189178571231
1,,0,h70560791317932392,1,1,q9243962013892672
6,,0,h39814001061049033,2,4,q1811827788786552
-7,,0,h24825581427633072,5,-9,q7070521785489746
1,,0,h66978721679482678,2,3,q3956598073619438
-7,,0,h94298584122794716,5,2,q3735768606606028
5,,0,h79518599956757826,4,2,q5271333706773635
-7,,0,h31172740387222109,5,4,q6912271368362854
-3,,0,h58159864035528658,1,5,q5707168653021845
4,,0,h48350435267792291,5,3,q2753325978466354
6,,0,h58874959279381163,4,1,q3553288740595507
-7,,0,h99263245266934052,1,4,q7087356339025444
7,,0,h59448804116096303,2,4,q1888351364328386
-3,,0,h42986874518754418,4,5,q1145773541543145
6,,0,h77635999589549364,3,4,q6202619710701353
4,,0,h25250757015700302,2,2,q9555577766602930
1,,0,h79503360630135365,4,5,q5273282718020917
1,,0,h45454384345262945,2,-9,q5445480892560778
-3,,0,h39561092684432416,1,1,q8122878335608108
1,,0,h37162683025720772,1,3,q4660697689458043
1,,0,h63774808671945790,3,3,q9976380874817523
-9,,0,h13545480098222151,1,2,q7089801069923215
-7,,0,h35378638487474216,4,-9,q9593090987700744
4,,0,h45210660020807753,3,4,q8718051678379398
2,,0,h31009454289204058,1,2,q1161427861330583
-7,,0,h56597712453215270,2,5,q3845638633428486
1,,0,h36335003904193414,2,-9,q8496254013974111
1,,0,h76724874307707978,1,-9,q5688508372656275
-7,,0,h42434398829087274,3,5,q8498420793334828
2,,0,h72988941607643739,1,2,q7256589754612289
-9,,0,h94609944752215731,1,-7,q2953280799989620
3,,0,h31281373112280386,4,2,q9003559365716111
3,,0,h60583544113305960,2,5,q6285048383252905
6,,0,h66093315237762956,2,5,q1076911078129411
1,,0,h13518415370306621,3,2,q2296434801213051
-3,,0,h56538853940679886,2,1,q1002762103694746
-9,,0,h30629633716508794,1,1,q3592437102022055
4,,0,h45843012970519156,2,3,q2279783398846746
1,,0,h16428053605111031,4,1,q8080265253654910
5,,0,h47081752399656288,5,4,q6504198772801665
1,,0,h76414061999977425,2,4,q8770546969756049
1,,0,h62938411488078005,2,4,q1966962217375435
-9,,0,h46672020444251019,2,1,q2982481599935712
7,,0,h71961890237469545,4,-7,q1843881925686902
-9,,0,h99246390466390146,4,-9,q6773007765134689
-9,,0,h32612596584410934,3,4,q6240964540142309
6,,0,h18951562320300017,1,-9,q6982364510366672
-9,,0,h62435890618699496,4,-7,q2603343784132680
5,,0,h78748065394955649,1,1,q9746730227222708
1,,0,h30883485879069134,1,5,q7162520118830308
3,,0,h25641807233373270,1,2,q6870569392167320
6,,0,h43150067458185522,4,4,q1905679108211129
6,,0,h38050265105869468,2,-9,q2414780246233334
4,,0,h39573612395136399,2,3,q3108668879520089
3,,0,h73885801644323001,3,3,q6131238171841018
3,,0,h59857347351811785,5,1,q1271470893270285
7,,0,h97450693021084437,5,1,q4825002702284218
1,,0,h52434582993201625,2,4,q2143662798723426
-7,,0,h10195298888724089,5,-7,q4458497937028119
-7,,0,h82399307159341664,2,-9,q8575289492718302
-9,,0,h46892948214314379,2,2,q6088622915181448
7,,0,h43123926262624725,2,-9,q7264229297681433
-3,,0,h65280835575180309,5,5,q9060772950136017
4,,0,h66975426149654900,1,4,q5163939811189758
7,,0,h66683633777587132,3,-7,q5037414362432549
4,,0,h46143728420765131,2,3,q4335181171244384
-9,,0,h15615752024205091,2,-7,q2719069670005947
3,,0,h77333918203558125,2,5,q3097173987173150
